,Name,Importation_Month,is_right_season,Month_mass,Higher_import,Index
147,graine de colza,8,False,65225277,False,0.725066215423511
148,graine de colza,7,True,153732022,True,0.46540780056599607
149,graine de colza,9,False,195459285,True,0.3653376551294114
150,graine de colza,5,False,29069371,False,0.48776038488024964
151,graine de colza,4,False,105853445,False,0.3185740375374157
152,graine de colza,3,False,35679845,False,0.4511432478503184
153,graine de colza,2,False,71305737,False,0.2117295988266815
154,graine de colza,1,False,62833608,False,0.4045952519111638
155,graine de colza,6,True,67008826,False,0.5298208113480761
156,graine de tournesol,9,True,96147419,True,0.24677776789755135
157,graine de tournesol,12,False,136072466,True,0.15020881202260447
158,graine de tournesol,11,False,6014348,False,0.4437406734595511
159,graine de tournesol,10,False,93343881,True,0.10467115122810126
160,graine de tournesol,8,False,56912746,False,0.28662903958944047
161,graine de tournesol,3,False,3061304,False,0.4455591420071359
162,graine de tournesol,6,False,49906918,False,0.25804871987997086
163,graine de tournesol,5,False,11132271,False,0.41670537050631307
164,graine de tournesol,4,False,2308976,False,0.41511059329682065
165,graine de tournesol,2,False,4134546,False,0.4337960151912708
166,graine de tournesol,7,False,69700307,True,0.2713972029658318
167,graine de tournesol,1,False,6825761,False,0.4350476782757719
168,riz non decortique,8,False,698095,False,0.49464356861917497
169,riz non decortique,12,False,482836,False,0.28122886583787027
170,riz non decortique,11,False,115699,False,0.6925391354613257
171,riz non decortique,10,True,3088897,True,0.044723156986540356
172,riz non decortique,9,False,1033290,False,0.2821463483486168
173,riz non decortique,7,False,159422,False,0.7311840217873403
174,riz non decortique,5,False,546725,False,0.4908722662053722
175,riz non decortique,4,False,1388549,True,0.3243694578976043
176,riz non decortique,3,False,1210676,False,0.28622504073121996
177,riz non decortique,2,False,789910,False,0.4482674301811844
178,riz non decortique,1,False,664265,False,0.5152648802150593
179,riz non decortique,6,False,685248,False,0.5064060129362423
180,asperge,12,False,242156,False,0.4531514416123336
181,asperge,11,False,140457,False,0.4091367283453948
182,asperge,10,False,197248,False,0.3194768147007457
183,asperge,9,False,206882,False,0.510621238911496
184,asperge,8,False,263656,False,0.35576315573252654
185,asperge,7,True,463286,False,0.3659177688711414
186,asperge,6,True,1864051,False,0.3596597440806441
187,asperge,5,True,4745011,True,0.2998466233907075
188,asperge,4,True,4116697,True,0.23196346241889962
189,asperge,3,True,1470237,False,0.39013298880302133
190,asperge,2,False,274861,False,0.3254333027151148
191,asperge,1,False,126319,False,0.3294799461944921
192,choux,12,True,3853673,False,0.2395826641253935
193,choux,11,True,3895909,False,0.19628696899767828
194,choux,10,True,2792556,False,0.33698894999221435
195,choux,9,True,2529913,False,0.1934728501495008
196,choux,8,False,2150677,False,0.39131668399926456
197,choux,1,True,5379622,True,0.13633778909399533
198,choux,6,False,3835936,False,0.137295846500972
199,choux,5,False,4672487,True,0.04381565594509552
200,choux,4,False,4543088,True,0.18314204421871924
201,choux,3,True,4540658,True,0.10477298050461932
202,choux,2,False,4291289,True,0.23203148712009616
203,choux,7,False,2654987,False,0.3246396614234459
204,choux-fleur et brocoli,9,True,1535536,False,0.3645629149909859
205,choux-fleur et brocoli,12,False,5548307,True,0.05697498492640274
206,choux-fleur et brocoli,11,True,5511346,True,0.24791219141658702
207,choux-fleur et brocoli,10,True,3875384,False,0.4165422120782319
208,choux-fleur et brocoli,8,True,1421333,False,0.6902669378876224
209,choux-fleur et brocoli,1,False,6692165,True,0.19679521271784628
210,choux-fleur et brocoli,6,True,2500964,False,0.3942977162326194
211,choux-fleur et brocoli,2,False,6104486,True,0.18849832778937214
212,choux-fleur et brocoli,3,True,6445321,True,0.44044795316762886
213,choux-fleur et brocoli,7,True,1420947,False,0.6718852294708336
214,choux-fleur et brocoli,5,True,4550767,False,0.2921980718474815
215,choux-fleur et brocoli,4,True,6369460,True,0.37677695817684637
216,epinard,12,True,453466,False,0.2088611921488486
217,epinard,11,True,644419,False,0.25521011447446096
218,epinard,10,True,291046,False,0.28794464827443395
219,epinard,8,True,430971,False,0.664933340931314
220,epinard,7,True,292536,False,0.38533367092337634
221,epinard,9,True,575305,False,0.33223953270038836
222,epinard,5,True,1075412,True,0.14450227970965832
223,epinard,4,True,658360,False,0.32312556413691834
224,epinard,3,True,709274,False,0.2404826673334214
225,epinard,2,True,576950,False,0.2360875004717338
226,epinard,1,True,628039,False,0.16205772547222644
227,epinard,6,True,1103533,True,0.0
228,artichaut,9,True,131634,False,0.7356356255784132
229,artichaut,12,False,1041232,False,0.6311374020918445
230,artichaut,11,False,375260,False,0.6657315241779278
231,artichaut,10,False,43854,False,0.7387378297816118
232,artichaut,8,True,48730,False,0.7432295802028306
233,artichaut,2,False,3066315,True,0.3826303896913102
234,artichaut,6,True,754066,False,0.678621243102473
235,artichaut,5,True,1381299,False,0.5390630742361112
236,artichaut,4,True,2706025,True,0.3905446563432074
237,artichaut,3,False,3639035,True,0.0
238,artichaut,1,False,2411262,True,0.4426328353946354
239,artichaut,7,True,108584,False,0.7377469911831226
240,pasteque,12,False,316494,False,0.6011890880180096
241,pasteque,11,False,436666,False,0.640080823147273
242,pasteque,10,False,1801619,False,0.5576034955161989
243,pasteque,8,True,36751250,True,0.4612851784733912
244,pasteque,9,True,13638963,False,0.6179357011416192
245,pasteque,7,True,44218325,True,0.33600629439217083
246,pasteque,5,False,24289472,True,0.3618820563489591
247,pasteque,4,False,6533926,False,0.43085331627070017
248,pasteque,3,False,629028,False,0.32859149835880636
249,pasteque,2,False,709826,False,0.4048704627301509
250,pasteque,1,False,191911,False,0.5008779406511928
251,pasteque,6,True,38403414,True,0.2648702171687703
252,autre melon,11,False,1193615,False,0.5460148144958382
253,autre melon,10,False,4331629,False,0.45143880539819664
254,autre melon,9,True,11273551,False,0.5975372103091359
255,autre melon,8,True,15243689,False,0.5697318657880607
256,autre melon,7,True,23710843,True,0.22665048087034023
257,autre melon,12,False,1728634,False,0.5502553189249646
258,autre melon,5,False,33291780,True,0.17608073018743742
259,autre melon,4,False,21582998,False,0.33877075456515987
260,autre melon,3,False,9614799,False,0.26494729111178306
261,autre melon,2,False,2356963,False,0.358964004124454
262,autre melon,1,False,1802529,False,0.47083792458669166
263,autre melon,6,True,46865309,True,0.18649768239858602
264,piment et poivron vert (uniquement capsicum),12,False,13358696,False,0.15645844459871153
265,piment et poivron vert (uniquement capsicum),11,False,13684684,False,0.12461016798165035
266,piment et poivron vert (uniquement capsicum),10,False,10168970,False,0.20462988451036854
267,piment et poivron vert (uniquement capsicum),9,True,10686747,False,0.23929212883120862
268,piment et poivron vert (uniquement capsicum),8,True,12152554,False,0.19933520211711353
269,piment et poivron vert (uniquement capsicum),7,True,13673029,False,0.15878052143388469
270,piment et poivron vert (uniquement capsicum),5,False,16381845,True,0.06577723868904758
271,piment et poivron vert (uniquement capsicum),4,False,16665198,True,0.010394618381199984
272,piment et poivron vert (uniquement capsicum),3,False,14997144,True,0.0333640200374457
273,piment et poivron vert (uniquement capsicum),2,False,14700921,False,0.05399445800226301
274,piment et poivron vert (uniquement capsicum),1,False,14574100,False,0.12426788259687777
275,piment et poivron vert (uniquement capsicum),6,True,15101284,True,0.0654717810332264
276,concombre et cornichon,12,False,7242273,True,0.21405356394418837
277,concombre et cornichon,11,False,7573871,True,0.110515921406856
278,concombre et cornichon,10,True,6041699,False,0.2696109557750144
279,concombre et cornichon,9,True,5219880,False,0.11289906276963702
280,concombre et cornichon,8,True,2967191,False,0.487092634076578
281,concombre et cornichon,7,True,4786462,False,0.32739178168162814
282,concombre et cornichon,5,True,5576895,False,0.11785684947383203
283,concombre et cornichon,1,False,7893328,True,0.35481358051861406
284,concombre et cornichon,2,False,6902191,True,0.11347493075284769
285,concombre et cornichon,6,True,5350355,False,0.20902921115615306
286,concombre et cornichon,4,True,6496283,False,0.15414447499601733
287,concombre et cornichon,3,False,6838759,True,0.2009907191852933
288,aubergine,12,False,3431601,False,0.24777961459503448
289,aubergine,11,False,4187969,False,0.1878729916167111
290,aubergine,10,True,3847581,False,0.12239853934773481
291,aubergine,8,True,3469719,False,0.22990128936808438
292,aubergine,7,True,2865424,False,0.27403261145278357
293,aubergine,9,True,3140046,False,0.24179544101023084
294,aubergine,5,True,6008410,True,0.10029121895800454
295,aubergine,4,False,6080206,True,0.10238341570446853
296,aubergine,3,False,5178128,True,0.13538752814717905
297,aubergine,2,False,4180883,False,0.14401645599076526
298,aubergine,1,False,3953469,False,0.16286236623399966
299,aubergine,6,True,4535509,False,0.19678075459507668
300,tomate,9,True,20400813,False,0.3328679560310757
301,tomate,12,False,63628682,True,0.2559887836310791
302,tomate,11,False,49988599,False,0.10014731527894916
303,tomate,10,True,25997457,False,0.25269643891050914
304,tomate,8,True,23997989,False,0.28344000312948314
305,tomate,3,False,71457399,True,0.13653876597393946
306,tomate,6,True,26345276,False,0.32453005716468025
307,tomate,5,True,40002962,False,0.3785586690783036
308,tomate,4,False,47611284,False,0.22177457806527126
309,tomate,2,False,64399293,True,0.22824194454585775
310,tomate,7,True,24662683,False,0.514181583576118
311,tomate,1,False,65596469,True,0.2560040845645882
312,autre legume a fruit n.c.a.,8,True,7508318,False,0.2981254485663534
313,autre legume a fruit n.c.a.,12,True,19735298,False,0.10070628540722498
314,autre legume a fruit n.c.a.,11,True,19566798,False,0.10455102598056287
315,autre legume a fruit n.c.a.,10,True,15742613,False,0.17355883967923033
316,autre legume a fruit n.c.a.,9,True,6314403,False,0.28562198170515246
317,autre legume a fruit n.c.a.,7,True,8333296,False,0.2731843267802087
318,autre legume a fruit n.c.a.,5,True,19058944,False,0.09981844390981058
319,autre legume a fruit n.c.a.,4,False,24380303,True,0.015393247028669689
320,autre legume a fruit n.c.a.,3,False,25560689,True,0.001457720447879851
321,autre legume a fruit n.c.a.,2,False,23186802,True,0.058645091154323044
322,autre legume a fruit n.c.a.,1,False,25101240,True,0.03769252787167466
323,autre legume a fruit n.c.a.,6,True,10244196,False,0.2260268454160764
324,carotte et navet,12,True,12722426,False,0.18199968583125944
325,carotte et navet,11,True,12041619,False,0.18096837444561784
326,carotte et navet,10,True,9618791,False,0.2504249730518724
327,carotte et navet,9,True,8129479,False,0.22940374829975765
328,carotte et navet,8,True,7992355,False,0.289104864748228
329,carotte et navet,7,True,7580202,False,0.2142339617230187
330,carotte et navet,6,True,12957490,True,0.07804791130359999
331,carotte et navet,5,True,16918958,True,0.03909236822668779
332,carotte et navet,4,True,15755376,True,0.12151792374383803
333,carotte et navet,3,True,11386783,False,0.1573232586787806
334,carotte et navet,2,True,10535810,False,0.23845193962918634
335,carotte et navet,1,True,7576058,False,0.2724787611190094
336,ail,12,True,1649953,False,0.32055193282352556
337,ail,11,True,1064774,False,0.4046516743082309
338,ail,10,True,1437710,False,0.369547092255096
339,ail,9,True,1845907,False,0.3027583514065533
340,ail,8,True,2018356,False,0.2813325818953693
341,ail,1,True,2335021,False,0.29812201415810796
342,ail,6,True,2445115,False,0.2595537291915158
343,ail,5,True,2000302,False,0.3111832826458927
344,ail,4,True,2361212,False,0.08320568540686532
345,ail,3,True,3146676,True,0.24063086027501854
346,ail,2,True,2837302,True,0.27146211113645563
347,ail,7,True,2812453,True,0.2565899609911944
348,oignon,9,True,10461144,False,0.4219584616175463
349,oignon,12,True,9736727,False,0.3094626430692567
350,oignon,11,True,7775627,False,0.4029303234417673
351,oignon,10,True,8982761,False,0.3799680538979125
352,oignon,8,True,12452347,False,0.36063842775344623
353,oignon,7,True,12912710,False,0.20839521361166402
354,oignon,6,True,19354124,True,0.08922979710957513
355,oignon,5,True,16488729,True,0.147948929026031
356,oignon,4,True,19674518,True,0.10375157907106554
357,oignon,3,True,11797770,False,0.1334509270654898
358,oignon,2,True,7592184,False,0.39319376343736007
359,oignon,1,True,7924912,False,0.3470856258946256
360,poireaux et autre alliace,12,True,2419025,True,0.06697486412445056
361,poireaux et autre alliace,11,True,3027280,True,0.051289163044200496
362,poireaux et autre alliace,10,True,1004534,False,0.3377742265826789
363,poireaux et autre alliace,9,True,891709,False,0.40720451873144037
364,poireaux et autre alliace,8,False,935195,False,0.40028858501111014
365,poireaux et autre alliace,7,False,784646,False,0.3836073316925102
366,poireaux et autre alliace,6,False,1954096,False,0.18479941226413943
367,poireaux et autre alliace,5,False,3012538,True,0.14463876428525005
368,poireaux et autre alliace,4,True,1462532,False,0.26564220848760295
369,poireaux et autre alliace,3,True,1083665,False,0.26511175529219394
370,poireaux et autre alliace,2,True,1401094,False,0.23972492363390682
371,poireaux et autre alliace,1,True,2252265,True,0.14824476516203144
372,pomme de terre,12,True,35146394,False,0.3248603955884019
373,pomme de terre,11,True,32915994,False,0.30483411098882734
374,pomme de terre,9,True,35994572,False,0.2641527768839784
375,pomme de terre,8,True,53179927,True,0.24375458806256708
376,pomme de terre,7,True,28225530,False,0.37584129405415484
377,pomme de terre,10,True,49134057,True,0.21265201266920034
378,pomme de terre,5,True,30911099,False,0.2689903008055827
379,pomme de terre,4,True,36286651,False,0.2562565008073284
380,pomme de terre,3,True,36361101,False,0.16167351921100856
381,pomme de terre,2,True,26562895,False,0.2609746972782585
382,pomme de terre,1,True,33459014,False,0.20605299841070987
383,pomme de terre,6,True,34337047,False,0.1181077213588503
384,betterave a sucre,12,True,10350,False,0.7533959856418803
385,betterave a sucre,11,True,13353,False,0.7346888522624487
386,betterave a sucre,10,True,11416,False,0.7467553582084889
387,betterave a sucre,9,True,13751,False,0.7263664007683457
388,betterave a sucre,8,True,14402,False,0.24361633868445806
389,betterave a sucre,7,True,12982,False,0.7429533552577915
390,betterave a sucre,6,True,53509,True,0.4689561398673356
391,betterave a sucre,5,True,12786,False,0.7263142377448487
392,betterave a sucre,4,True,13889,False,0.7194431194905988
393,betterave a sucre,3,True,15370,False,0.5363201915957108
394,betterave a sucre,2,True,9433,False,0.7591084203101914
395,betterave a sucre,1,True,11407,False,0.7349046929330726
396,semence de betterave a sucre,12,True,266330,False,0.5104760190012291
397,semence de betterave a sucre,11,True,92716,False,0.621078888479781
398,semence de betterave a sucre,10,True,72482,False,0.37090955397061526
399,semence de betterave a sucre,9,True,28959,False,0.3462757329385781
400,semence de betterave a sucre,8,True,157061,False,0.605389370146766
401,semence de betterave a sucre,7,True,414464,False,0.4981893966378667
402,semence de betterave a sucre,6,True,104663,False,0.40263086719164926
403,semence de betterave a sucre,5,True,64498,False,0.7569655324871216
404,semence de betterave a sucre,4,True,323266,False,0.6512911484929114
405,semence de betterave a sucre,3,True,440041,False,0.2232504010773113
406,semence de betterave a sucre,2,True,1332453,True,0.19623418652544874
407,semence de betterave a sucre,1,True,466015,False,0.43874550474890833
408,semence de betterave et de plante fourragere,12,True,2374213,False,0.49526454389474356
409,semence de betterave et de plante fourragere,11,True,3133401,False,0.3866814194538999
410,semence de betterave et de plante fourragere,10,True,4084959,False,0.2842389544817572
411,semence de betterave et de plante fourragere,9,True,2782074,False,0.35862607394739343
412,semence de betterave et de plante fourragere,8,True,4106853,False,0.14693245758040904
413,semence de betterave et de plante fourragere,7,True,3381494,False,0.19310768574992543
414,semence de betterave et de plante fourragere,6,True,5771664,True,0.047232700053461106
415,semence de betterave et de plante fourragere,5,True,5045200,True,0.18847243787264223
416,semence de betterave et de plante fourragere,4,True,5461221,True,0.16869450137172845
417,semence de betterave et de plante fourragere,3,True,6724515,True,0.07961428370553943
418,semence de betterave et de plante fourragere,2,True,3966032,False,0.3290188633995535
419,semence de betterave et de plante fourragere,1,True,3477258,False,0.23425880478865183
420,raisin de table,12,False,11644034,False,0.3770087908587214
421,raisin de table,11,False,19974330,True,0.33310673939129204
422,raisin de table,10,True,31087148,True,0.13771485953885448
423,raisin de table,9,True,28531112,True,0.24278562872980305
424,raisin de table,8,True,13773839,False,0.3948821275327523
425,raisin de table,1,False,5937438,False,0.3991698886625974
426,raisin de table,6,False,3274237,False,0.5202870305257868
427,raisin de table,5,False,3182118,False,0.41101709369407
428,raisin de table,4,False,3383860,False,0.39416966908561707
429,raisin de table,3,False,4564077,False,0.2843948137882146
430,raisin de table,2,False,3274182,False,0.4252053687475666
431,raisin de table,7,False,6996173,False,0.5415559115769647
432,autre raisin frais,12,False,837802,False,0.5572459177449048
433,autre raisin frais,11,False,1797118,True,0.5079142877164391
434,autre raisin frais,10,True,2338316,True,0.5659928214093098
435,autre raisin frais,9,True,1619054,True,0.5148938249290002
436,autre raisin frais,8,True,661411,False,0.7788085980934212
437,autre raisin frais,7,False,519082,False,0.6408100611230582
438,autre raisin frais,6,False,275827,False,0.6038159161172982
439,autre raisin frais,5,False,360534,False,0.2819382267694643
440,autre raisin frais,4,False,261207,False,0.5303765723202823
441,autre raisin frais,3,False,352487,False,0.4634799851154072
442,autre raisin frais,2,False,250788,False,0.6222187750450852
443,autre raisin frais,1,False,279494,False,0.5794279773637137
444,figue,12,False,313727,False,0.3901953916700324
445,figue,11,False,890413,False,0.3811767064690644
446,figue,10,True,1509238,True,0.3493593117136928
447,figue,9,True,2316606,True,0.40912832827360907
448,figue,8,True,1983584,True,0.2770064604599629
449,figue,1,False,114449,False,0.4567594749782004
450,figue,6,False,714379,False,0.505808191421291
451,figue,5,False,84986,False,0.5596911474815864
452,figue,4,False,30529,False,0.46836242880476747
453,figue,3,False,23535,False,0.3299469137177405
454,figue,2,False,29356,False,0.5105661624173431
455,figue,7,True,331123,False,0.5997640937205727
456,pomelo et pamplemousse,9,False,7680783,True,0.055290727611169745
457,pomelo et pamplemousse,12,False,7401211,True,0.1349880854108896
458,pomelo et pamplemousse,11,False,7984850,True,0.11053003007468805
459,pomelo et pamplemousse,10,False,7631459,True,0.07729444058057165
460,pomelo et pamplemousse,8,False,5990459,False,0.1430257535788314
461,pomelo et pamplemousse,1,True,6697954,False,0.2710262665389194
462,pomelo et pamplemousse,6,True,4938489,False,0.25733749167558456
463,pomelo et pamplemousse,2,True,6997967,False,0.23401449187764314
464,pomelo et pamplemousse,3,True,8285112,True,0.14064465012709446
465,pomelo et pamplemousse,7,False,5442357,False,0.11437202055928754
466,pomelo et pamplemousse,5,True,3048108,False,0.2699798510032033
467,pomelo et pamplemousse,4,True,4079252,False,0.2641891581520665
468,citron et lime,12,True,15776962,True,0.0888686406055133
469,citron et lime,11,True,11997148,False,0.22461189356077213
470,citron et lime,10,True,11412018,False,0.1674613528231306
471,citron et lime,8,False,13943745,True,0.08056403615836127
472,citron et lime,7,False,13089212,False,0.05678638680036541
473,citron et lime,9,False,12050076,False,0.09427536950441988
474,citron et lime,5,False,14181323,True,0.12675402540015981
475,citron et lime,4,True,13245921,False,0.18921906813820166
476,citron et lime,3,True,13867480,True,0.10700683059848475
477,citron et lime,2,True,11736610,False,0.14268630186097395
478,citron et lime,1,True,12477153,False,0.1732349349881317
479,citron et lime,6,True,13625131,False,0.10480827717816778
480,orange,9,False,27870602,False,0.19782366151875716
481,orange,12,True,48621410,False,0.37890462524700835
482,orange,11,True,38673343,False,0.36526960267281283
483,orange,10,False,27469950,False,0.2546252399292474
484,orange,8,False,28225978,False,0.3117770147774512
485,orange,3,True,68557473,True,0.1914912258383613
486,orange,6,False,30490633,False,0.4001480386184127
487,orange,5,False,43914523,False,0.4417320382259418
488,orange,4,False,55303469,True,0.3330857965806652
489,orange,2,True,61642936,True,0.2743513614580229
490,orange,7,False,24118153,False,0.2973019280093237
491,orange,1,True,56743978,True,0.24833930285548034
492,mandarine et clementine,8,False,1066294,False,0.377460563686483
493,mandarine et clementine,12,True,78303127,True,0.1899669813229563
494,mandarine et clementine,11,True,56604493,True,0.2783977183140342
495,mandarine et clementine,10,False,28530654,False,0.2769977479816064
496,mandarine et clementine,9,False,3490364,False,0.36637481271960376
497,mandarine et clementine,7,False,575209,False,0.3308846912333399
498,mandarine et clementine,5,False,6003291,False,0.6544831367911604
499,mandarine et clementine,4,False,16978732,False,0.5743286920167808
500,mandarine et clementine,3,False,39417252,False,0.4792828404594616
501,mandarine et clementine,2,True,58890051,True,0.37129251344191455
502,mandarine et clementine,1,True,76954601,True,0.3392231915686174
503,mandarine et clementine,6,False,3061241,False,0.49068191015733814
504,pomme,12,True,11651760,False,0.38424932019418295
505,pomme,11,True,13461208,False,0.25385474950171166
506,pomme,10,True,12754902,False,0.25730582351723313
507,pomme,9,True,12822441,False,0.2903840067190174
508,pomme,8,True,10735488,False,0.27166816347896167
509,pomme,7,False,14498188,True,0.10637550267285412
510,pomme,6,True,17207406,True,0.048445995203036184
